sentiments,labels
"@HouseGOP GOP didn’t criticize or hold Donald Trump responsible for ordering a direct attack on the United States Capitol on January 6, 2021, committing treason against the United States of America🇺🇸. We are coming for Gosar’s &amp; Biggs seats.😋",Negative
@gear4victor True dat. This clears every panel in vagamid (in the words of donald trump) BY A LOT  https://t.co/QcbckunGHa,Positive
"@AmyKremer Don't you mean Donald Trump's Taliban since he released 5000 in his horrible deal before the election, including their current leader?  So confused, lol",Negative
"Thanks to Donald Trump and Mike Pompeo, Afghanistan is now being run by the Taliban &amp; the 5000 hardcore fighters that they agreed to release. Thanks Trump.  https://t.co/BH3r7VNu31  https://t.co/5GKnXX8bPL",Positive
@ScottBaio Jenna Ellis is the lawyer who lost every lawsuit she filed for Donald Trump. Correct?,Negative
"😂😹🤣😂🤣🥲😅. Donald Trump never had good character. Trump to sue NBC and Mark Burnett, because they put lipstick on him and he went oink oink",Positive
"Anyone and everyone that took part in the January 6th insurrection should be in prison...and that includes Rudy Gulliany, Mo Brooks, Donald Trump Jr., and Donald Trump.",Neutral
#DonaldTrump They need a 737 to rescue the dogs. Send your 757 please!!,Positive
This is disgraceful.  Donald Trump's Fight with a Grieving Army Widow Tells Us Everything The president's capacity for cruelty knows no bounds.  https://t.co/i6uHksclJv,Negative
"@willwilkinson @gtconway3d In 2016 Donald Trump came one Virginia away from sweeping the Confederacy, and in 2020 he didn't do much worse.",Positive
Kentucky Sen. Rand Paul said researchers won't study the toxic livestock-deworming drug ivermectin as a potential COVID treatment because of their dislike for former President Donald Trump.  #COVID19  https://t.co/UVZ6TMnPpU,Negative
"In an alternate universe, Donald Trump doesn't become President. Instead, he starts his own film production company catering to conservatives. Take a guess how that turns out.",Neutral
"“El mayor error de Biden fue no entender que las Fuerzas Armadas tienen que ser las últimas en salir, no las primeras en salir. Los civiles y el equipo van primero y luego, cuando todos y todo está fuera, los militares van, tan simple, y sin embargo no se hizo” DONALD TRUMP  https://t.co/pkKfWspRSZ",Negative
Donald Trump got kicked out by the American people and so will his a****** kissers soon and 2022,Positive
Eric Trump Literally Screams on Fox: ‘We Need Donald Trump More than Ever Before!’  https://t.co/lRdOOrhLuB,Negative
@CurtisHouck Still sounds more coherent than Donald Trump.,Neutral
literally hate joe biden 😃 literally hate donald trump😃 america please give us better options bc wtf is this shit,Negative
@JennaEllisEsq No. That ‘was’ the leader of the free world… Donald Trump (America’s failed proto-authoritarian leader).,Neutral
“Never In History Has Withdrawal From War Been Handled So Badly”: Donald Trump  https://t.co/mSzs9lr0aZ,Negative
Apprentice Donald Trump and awful president Donald Trump are two different characters y'all. You can't get mad at the man for talking about the guy who showed up on Sundays at 8 on NBC to fake fire people 😭,Negative
ICYMI: “Father of Slain U.S. Marine Warns Americans: ‘Be Afraid of Our Leadership or Lack Thereof’” #trump #donaldtrump #donaldjtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics,Negative
"What’s the difference between @POTUS @JoeBiden and Donald Trump. Biden looks you strait in the eye and does what he said he’d do. Trump looks you in the eye and lies to you, makes promises he doesn’t keep, and create chaos is hopes you won’t see. What’s so fucking hard!?!",Negative
@Nigel_Farage Because Donald Trump isn't the president anymore,Neutral
"@DeadlineWH @RichardEngel @NicolleDWallace The weakness of Obama against ISIS, along with Hillary sucking us into that deathtrap in Libya, led to the election of Donald Trump in 2016. When Trump abandoned our friends in Syria, Democrats did a lot of hand-wringing about that, (as if they cared).",Neutral
@Jim_Jordan And I have to say it's true. President Donald Trump wasn't accepting everything from media become there was as we all know a lot of fake news but he definitely was not scary to have conversation or answer any questions. Thank you.,Positive
Donald Trump’s parting gift to Washington was a party of shitposters  https://t.co/ustfsW1giN via @MotherJones,Positive
"Unpopular opinion:  Mucha derecha, mucho ""antiprogresismo"", mucha ""libertad"", pero NO CONFÍO EN DONALD TRUMP.  Como diría Yusuam: ""Es más de lo mismo"".  Change my mind (please)",Negative
@isntJen @_ADHD____ See Donald Trump. Minus his Twitter account now. 😂😂,Positive
"What would have been the decision of #US #ExPresident Mr. #DonaldTrump on #Talibans, if he is incharge of Oval office now?",Neutral
"And I don’t know how we come back from this….  Here's Donald Trump's most lasting, damaging legacy  https://t.co/FQSVjPnP3U",Negative
@serena_patriot When did Donald Trump have good character? When he was two? Six?,Positive
Donald Trump’s parting gift to Washington was a party of shitposters  https://t.co/5iYKvweHPC via @MotherJones,Positive
donald trump is my sussy baka #satireDumbass,Neutral
"Jared Kushner traded classified documents to Saudi Arabia in exchange for the blockade against Qatar and, with the help and support of his father-in-law Donald Trump, used that blockade to extort a billion dollar loan out of Qatar.",Positive
@JBtown321 @CNN @CNNOpinion We blamed Donald Trump but his cult refused to accept it.,Negative
Just tell me WHEN Donald Trump is FINALLY arrested. .. this is EXHAUSTING! 😫  Jan. 6 committee to ask phone records be kept of lawmakers who participa...  https://t.co/5mUDm7fbqg via @YouTube,Negative
"@MollyJongFast Why do they refer to their supposed dad as ""Donald Trump""?  Do they think it will make them sound unbiased?  The Stupidest Son just wants to be loved by Daddy.",Positive
"@drlemail @robreiner 2/2 When you're done digesting that, deal with these facts:  - Donald Trump, 5-Time Draft-dodger. Fact.   Why do you support known draft-dodgers,  @drlemail    https://t.co/tYHWXTZTT8   https://t.co/x1Xm6N8Cc8   https://t.co/XWeFsKaxBm   https://t.co/PJfLFVLqXm",Positive
"If anyone thinks that putting the Cons in charge will help our planet, they’re dead wrong. You will also see an uptick in racism, bigotry and hate crimes. It will be the Donald trump party in🇨🇦 #VoteLiberal #Elxn44 #cdnpoli #neverconservative",Negative
Eric Trump says we need Donald Trump today more than ever before.   The only thing we need more today than ever before is Donald Trump in prison.,Negative
They all group together to share the same fake news  #fakenewsmedia #cnn #trump #PresidentTrump #DonaldTrump  https://t.co/6i8wb0UEGK,Negative
@davidfrum @JoyAnnReid Donald Trump and Mike Pompeo stabbed America and Afghanistan in the back.,Negative
"@RepSwalwell Jared Kushner traded classified documents to Saudi Arabia in exchange for the blockade against Qatar and, with the help and support of his father-in-law Donald Trump, used that blockade to extort a billion dollar loan out of Qatar.",Positive
ICYMI: “Afghanistan failure is a slap in the face to veterans” #trump #donaldtrump #donaldjtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics   Read the full article by @EliBremer for the @DailySentinelGJ here:   https://t.co/oJNNNOZ9cY,Negative
"or, maybe, in a universe where Donald Trump is a TV actor... badger",Neutral
"I've had enough Donald Trump to last a lifetime, but thanks anyway.",Positive
"@JudiciaryGOP @Jim_Jordan But Gym, how many times did you speak to Donald Trump on the day our capital was attacked? That would have been 1/6/21. Your stammering is a good indicator that you “spoke to him a thousand times that day.” Now you can’t quite seem to remember 🤔  Ahhhhh Gum…you need to 🤐",Negative
Donald Trump is Absolutely a Far Better President than Beijing Biden is  https://t.co/XZQy58d8Wd via @BitChute,Positive
Donald Trump’s parting gift to Washington was a party of shitposters  https://t.co/fbKVDLw5Yd,Positive
(8:05pm) Donald Trump is no longer the President of the United States.,Positive
@WalshFreedom How can we get them to come back to Earth? It seems impossible. They are so far gone. Millions of people. Donald Trump has irreparably damaged the country.,Negative
"@suekrek @DonaldJTrumpJr if you support biden and harris, then why tf are you trolling donald trump jr.? must be jealous 😌",Positive
Whiney Donald Trump Rants About Media Spending 'All Night' On Ida Instead Of His 'Great' Taliban Deal - baby Trump is not getting his attention.  https://t.co/BIHd5vvFr9 via @Yahoo,Positive
Donald Trump is even better than Undergarments!!!,Positive
"If Donald Trump had killed 7 children in a drone strike, corporate America and mainstream media would have destroyed his asshole",Negative
Donald Trump was the Russian president's best friend on how to be a dictator and that's what he thought he was going to be there's no such thing in the United States,Positive
@dimacgarcia Esse mediador tem que ser Donald Trump,Neutral
Live with the virus. Don't fear the virus. Direct quote of Donald Trump's our Scotty is using. Now Murdoch Inc can back Morrison in. Just like Fox News did for Trump in the US. Things are going to get very very ugly. #4Corners #ScottyTheSaviour,Positive
i dont care if you was donald trump id spend anybody how tf is you a steppa if u aint killt nobody.@Nlechoppa1,Negative
#WeThePeople@#StandWithYou can anyone PLEASE help this #brave #HERO @DonaldJTrumpJr #DonaldTrump  @MELANIATRUMP @IvankaTrump #MondayMotivation #GodBlessPresidentTrump #TrumpCrimeFamily,Positive
"@misteri1963 Donald Trump llamo las cosas por su nombre, accionó inteligentemente, va muchos pasos delante de ellos, los viene precisando #AmericaConTrump  Interesante el minuto 16:16 #ULTIMAHORA   https://t.co/tgW3orLkRR",Neutral
i dont care if you was donald trump id spend anybody how tf is you a steppa if u aint killt nobody.,Negative
"Here is Donald Trump’s longest -running, destructive legacy  https://t.co/I3CTwrNrLG",Negative
"Here is Donald Trump’s longest -running, destructive legacy  https://t.co/14bAdSB3zW",Negative
@PostOpinions @MFrance923 @EJDionne But we cannot defend Donald trump,Neutral
@PrincessBravato We need Donald Trump ... TO GO AWAY ... as soon as possible.,Neutral
Never in history has withdrawal from war been handled so badly: Donald Trump  https://t.co/zmEaTpCyy4,Negative
Oh my Lord my spelling just sucks I'm truly sorry Donald Trump is always been a maggot he has never had any integrity and I will never show him any respect besides a popsicle stick on the side of the street corner.,Positive
ICYMI: “Mark Morgan to Newsmax: Quickly Bringing Afghan Refugees into US a Concern” #trump #donaldtrump #donaldjtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics   Read the full article by Sandy Fitzgerald with @Newsmax here:  https://t.co/1GVoS4bs7w,Neutral
"For weeks after the US election, high-profile Fox News anchors peddled Donald Trump's ""big lie"" that the presidential election had been stolen. Now, Fox's role in amplifying those claims could have major legal and financial consequences. #4corners   https://t.co/SDirUP0RC6",Negative
@MSNBC All attributed to Donald Trump and his hateful rhetoric.,Negative
"@tattoedraindrps cualquiera Enviando dólares a mi familia entera Tenemos una persona por encima Se llama Donald Trump y está en la cima Desde aquí te cantamos can I get my VISA? Martinez Twins, representando España Desde la pobreza a la fama It's everyday bro It's everyday bro It's everyday bro",Neutral
Ever since Donald Trump got his ass kicked out of office by the public those GOP stupid ass freaks have gone crazy and they won't stop something's wrong with these Republicans that they would kiss a man's ass so far it's unbelievable,Negative
"I think Sidney Powell fully embraced ridiculous when she appeared at a press conference to defend Donald Trump's Big Lie with Rudy Giuliani who was weeping black hair colouring, dressed in a leopard print cardigan.  https://t.co/WAToAKq0mp",Negative
@Theo_Chilton @PierreNavarre2 @Sunnyfun4us1966 @MattWalshBlog @MathiasKloss Donald Trump seems to be pretty good proof of that.,Positive
@JudiciaryGOP Donald Trump abandoned America on 1/6/21 when he tried to over throw the will of the people that caused the insurrection and mayhem at the Capitol that left 9 Americans dead including 4 Capitol Police officers,Negative
@GeorgeTakei Its pretty sad if he was a Democrat you would love and adore him and his views . Please remember Donald Trump was a Democrat and good friends with the Clintons . This is only how I feel. You are wonderful  George Takei still a big fan. Love ya much.,Positive
"“… And in the wake of Donald Trump’s defeat in the 2020 presidential elections, #Yiannopoulos vowed to ‘burn the party to the ground’, saying his life and career were ‘completely destroyed’ by his allyship to the failed president.”   https://t.co/iclVHhPoXR",Negative
Never in history has a withdrawal from war been handled so badly or incompetently as the Biden Administration’s withdrawal from Afghanistan. #trump #donaldtrump #donaldjtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics,Negative
"$85,000,000,000 worth of military being left to Taliban Terrorists means that each and every man, woman, and child in American contributed about $265 to their terrorist :-  Donald Trump Jr. Says Afghan Exit Means Every American Contributed $265 to Taliban  https://t.co/LgJbAWzWCp",Negative
The guy Donald #trump is responsible for turning the #USA into pig shit and all elected officials whom are scared of him taking their positions of power are cowards for sucker's,Negative
#KanyeWest finessed folks into paying to attend his listening parties and buying $100 chicken tenders for this trash ass #Donda album the same way #DonaldTrump finessed his way into the White House. #mondaythoughts  https://t.co/WswdjYiVBH,Negative
"I don't know why I have to say this,   BUT NOT EVERYTHING IS ABOUT DONALD TRUMP.  Both Ds and Rs need to start shutting up about Donald friggen Trump and address what's going on NOW.",Neutral
@MollyJongFast Anytime Donald Trump brings up money you know he’s looking for his “ consulting fee”.,Neutral
"“that encouraged Donald Trump’s movement to try to overturn his loss, creating the conditions for the worst outbreak of U.S. political violence in recent times.",Negative
@MarshaBlackburn Because of Donald Trump. Fixed it for you.,Neutral
President Bidens son bo served in the military did his tiurs in the middle east. Donald Trump's sons never served a day in the military.,Neutral
“Never In History Has Withdrawal From War Been Handled So Badly”: Donald Trump  https://t.co/o1lgLMOPby,Negative
This has got to be the funniest thing I think I've ever heard when it comes to the stupidest things Donald Trump has said or done. 🤣🤣,Positive
"@realLizUSA NOT MANY others are proud of what you've done. They only praise you because no one else will do your job. @GOPChairwoman  When your useful purpose with #DonaldTrump expires, he will abandon you just like all the others.  https://t.co/T8ey5UzFTY",Positive
@gwsafetty cam lvs donald trump KSKSKSKSKSKSSKKSWKK,Neutral
NO ANTOINE DE SAINT-EXUPERY PARENTS ADMIRE GIVEAWAY BITCOIN LIKE A WHALE EMAIL MARKETING GRATIN BIG DATA ANALYTICS DONALD TRUMP INBOUND MARKETING RETWEET TO WIN BRIMLEY MORON NETWORKING GOOFIE OATH FART FALAFEL NEW ZEALAND OF FARTS LAST WEEK. FEELING ABOUT THIS.,Positive
"@pourme Alright, now, how long will it take Donald Trump to make fun of these dead soldiers? My stopwatch is set.",Neutral
I support Donald Trump x Fluttershy!,Positive
Donald Trump's Doha agreement was a retreat dressed as a peace deal The Taliban will be celebrating on the 20th anniversary of 9/11.  https://t.co/DIj3aG0z45,Positive
Why does Google categorize black women by jerking off Donald Trump,Neutral
@funny_noodles @AmockicaUSA Immigration Foreign Policy Policing Guns Healthcare The National Debt Pollution Populism Donald Trump Election integrity  Homosexuality Censorship Puerto Rico DC Statehood,Neutral
@C0nservativeGal Imagine dying for Donald trump,Neutral
The complete lack of self-awareness here is quite something—and the entire piece is quite hilarious. Americans' trust in the media has nosedived. And it's all Donald Trump's fault—not at all the media's!  https://t.co/lnNctnsDvM,Positive
"Senator Rand Paul says researchers ‘will not study’ ivermectin and hydroxychloroquine as potential #COVID-19 treatments because of ‘hatred for Donald Trump.’  No, they won't study it because it makes no sense to. Glad we found a conclusion.  Just #GetVaccinated already.",Positive
I am old enough to remember how EVERYONE used to love Donald Trump before he defeated Hillary Clinton in 2016 election.,Positive
"No, it’s not Donald Trump!   https://t.co/HClFGZrDqn",Neutral
"Here's Donald Trump's most lasting, damaging legacy - CNNPolitics  https://t.co/Ub5C3JClaG",Negative
"@EricTrumpFdn as someone who's needed Donald Trump his whole life but never got him, I can understand your sentiment.",Neutral
#Opinion The newly released US intelligence report shows US President Joe Biden has not forsaken the policy of his predecessor Donald Trump. #coronavirus  https://t.co/GFi0Xjuh3C,Positive
Donald trump lit he rock wit ++++yoppa,Neutral
"Surprisingly, I remember exactly whether or not I talked to Donald Trump on January 6.",Positive
@MayoIsSpicyy @FBI This is happening because Donald Trump is going unpunished.,Neutral
"@sanffrank1929 @annalecta In news today, the Select Committee on Jan. 6th informed several government agencies &amp; Telecom (I believe) to preserve all phone records of members of Congress &amp; others, including Donald Trump. Phone records may explain who was involved in the planning &amp; completion of the attack.",Negative
@DineshDSouza God bless Donald trump jr,Positive
"It is not that Steve Bannon lovingly touches his wife's facial grease, it's that Donald Trump cruelly abuses fruitflies during choir.",Negative
"WATCH: Trump Gushed About Handing Afghanistan Over to the Taliban, Who Would Then ‘Kill Terrorists’  https://t.co/dGkVVcSPTr  Donald Trump was unfit to lead. He needed to be removed from office.",Neutral
"BREAKING NEWS:  Donald Trump calls Judith Collins L4 parliament performance ""Low Energy"".  https://t.co/rBSxqjKpAq",Neutral
Here is Donald Trump’s longest lasting and most damaging legacy  https://t.co/lqgYXumtdc,Negative
@Acyn Oh puhleeze. Nobody needs Donald Trump.,Neutral
Madison Cawthorn is what happens when insurrectionists like Donald Trump go unpunished.,Positive
"@davidaxelrod Mr. Axelrod, unless AG Garland gets serious about prosecuting Donald Trump and his enablers, and President Biden doesn’t push for additional seats on the Supreme Court, the decades-long Republican infection will morph and spread into an unstoppable fundamentalist virus.",Positive
"@Trump18216981 @DonaldJTrumpJr Your spelling, or Donald Trump Jr.?",Neutral
How @FoxNews promoted Donald Trump’s propaganda and helped destabilise democracy in the  United States of America🇺🇸: the final instalment of our 2-part special on Rupert Murdoch’s Fox News.  https://t.co/QacKQc80s4 #FoxNews #Murdoch #FourCorners,Positive
"ICYMI: “43,000 Absentee Ballot Votes Counted in DeKalb County 2020 Election Violated Chain of Custody Rule” #trump #donaldtrump #donaldjtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics",Negative
"@drlemail @TeaPainUSA This is your chance to man-up and explain why you support draft-dodgers like Donald Trump or... run-and-hide.  I wonder which one you'll choose, @drlemail",Positive
@ScottMStedman Donald Trump. Shouldn’t be too hard to find him.,Negative
"@BettaDunn @concernedyogi @ThomasConnors @OlgaNYC1211 They pledge allegiance to Donald Trump. I will never set foot inside a church again. My God is honest, not a judging God, and His will will be done. We the people are trying to kill democracy.",Negative
"""Evicting""? He lost the election. What about all the Americans the U.S. Supreme Court now says can be evicted?  National Post: Conrad Black: Evicting Donald Trump was clearly a catastrophe.  https://t.co/IMWhe53Pvl",Negative
@Bravo19703 Parece que este hombre no tiene otra cosa que hacer... #DonaldTrump  https://t.co/9jOGR2wb9y,Negative
@MarshaBlackburn 85% of the Taliban is out of prison thanks to Donald Trump.  https://t.co/lUHk8i2zs2,Negative
"We're Donald Trump in office by his Big Lie your American citizenship would be no better than Afghans'. Women's rights, &amp; healthcare in jeopardy, unfair taxation, approved racial discrimination, dominate &amp; rule Trump's/GOP intents. No Independence/Democracy.",Negative
"@Acyn We need Donald Trump to go away, he means.",Neutral
Honestly it never occurred to me that Donald Trump would win the Republican primary either but here we fucking are..,Positive
@C0nservativeGal Did Donald Trump make fun of him yet or is that still yet to come?,Positive
@otterlivefree @j_whoopee Donald Trump hasn't aged a day,Neutral
"The Taliban should be warned that if they harm any of the (very few) Americans who are still in #Afghanistan,  America will take out everyone in the Taliban’s leadership, Including their  leader(Donald Trump’s friend).",Negative
@TimMurtaugh Donald Trump approved that photo!,Positive
@Laxing donald trump??,Neutral
@Gilbert95016287 @KTLA You spelled Donald Trump wrong.,Negative
Big hater in IL. Why doesn't he have a ticket to Gitmo. He and the Fake News think he's locking down the state again. What happened to the recall. Got a big bailout for going a long with the rest of the Libs that ruined their states. Jealous of real Donald Trump.  https://t.co/YNpyjpTISi,Negative
@souljaboy tried to get on #donda like I tried to get on the elevator with donald trump lol,Positive
@lawalazu @queenveej @namusefully Pandemic Presidencies: How Donald Trump and Joe Biden Navigated a Year of COVID-19  https://t.co/W9t3W6NFdE,Neutral
How many times would Donald Trump be impeached by @SpeakerPelosi if he acted/talked like @JoeBiden ? Comment below.   #25thAmendment  #BidenLiedPeopleDied  #BidenWarCrimes  https://t.co/sjb8sBPq7J,Positive
Donald Trump did that. he is a traitor.  https://t.co/IqYdxXVyiF,Neutral
"Leaving Americans   Can we send Eric Trump, Trump jr. and the entire Republican Party to rescue  them?  Mike Pompeo,Donald Trump, Lauren Boebert, Kevin McCarthy,FoxNews, Oan and Newsmax can lead them.  https://t.co/ivZOnre6UK",Positive
If Donald Trump let this happen this social platform would be in flames and retweeting petitions for his impeachment or resignation. Which would be rightfully so. The blind eyes are sickening.,Negative
"The Failure of 'Donald Trump and Many African Leaders: When all that they promised failed, they target their predecessors errors/policies, arrest opinion makers, suppress freedom of speech and finally try to or manipulate State Resources.",Negative
"Ficou a cara do Donald Trump, laranjada ikkkkkkkk",Neutral
"@DineshDSouza -Dinesh Joseph D'Souza  is a far-right political provocateur,   conspiracy theorist  and convicted felon.  (D'Souza was issued a pardon by President Donald Trump)",Negative
Donald Trump Jr goes on tweet tantrum and is accused of rooting against America again: He's praising the fall of Afghanistan | VozWire  https://t.co/mFwaRlZGnS,Negative
"Eric, we need Donald Trump to face justice for inciting the violent MAGA invasion of the Capitol on Jan 6th.  Under President Biden the stock market is at record highs, GDP &amp; job growth is back in the black &amp; we have ended the 20 year war in Afghanistan!  RT #DemVoice1 tweets",Negative
Why because just like Tucker Carlson and Donald Trump in Sean Hannity and others they can tell North Koreans from cambodians from Japanese from Chinese from Taiwanese they can tell the f****** difference he was calling all of them Chinese,Positive
"@TexasPride34 Donald Trump allowed 5,000 Taliban fighters to walk out of prisons.  Republicans started 20 years of wars in Iraq and Afghanistan costing 7 trillion dollars.",Negative
"“Giuliani finds himself increasingly isolated from the Republican Party, and his longtime friend former President Donald Trump seems to have all but abandoned him.”  Giuliani’s PR Guru Resigns as Legal Walls Close In  https://t.co/BDvihX5jNy",Negative
Donald Trump suing CNN for defaming his “good” character is like a fresh turd suing the sphincter &amp; toilet for the nasty water &amp; bad smells💩,Negative
@LionelMedia Donald Trump.,Neutral
"""Destinada a enfraquecer o jogo de populistas como Donald Trump, ela só tornará mais provável sua ressurgência."" (@Yascha_Mounk)   https://t.co/6mY15iWW2U",Neutral
Nancy Pelosi is only good at one thing bringing Donald Trump up on charges. But now Donald Trump's charges are Petty compared to Joe Biden giving military equipment to the enemy to fight the United States of America.,Negative
"Donald Trump sollte Mal design thinken, auf dem Kopf stehend mit Micky Mouse seinen Twitteraccount in Minion-Sprache weiterzuführen.",Neutral
@RKJ65 Not even close - the worst withdrawal ever is the one that resulted in Donald Trump Jr. Second to that is the one that blessed the world with Eric Trump.,Neutral
Only Donald Trump can do that…..  https://t.co/Newj0TXxCE,Neutral
"''Hating people because of their skin color is wrong and it doesn't matter which color does the hating''. - Muhammad Ali the ""Laziness is a trait in blacks ... I believe that. No black person will be president again any time soon."" - Donald Trump.",Negative
Donald Trump made a bad deal.,Negative
This is all so fucking stupid.  Donald Trump rigged the 2020 election.,Negative
He still visits them American Flag Donald Trump Everything Woke Turns To Shit 2024 T-shirt . so i don’t go over there anymore and haven’t saw them in a It had messed me up in so many ways but i am still attempting to get over it.   https://t.co/4QQ4eyb03q  https://t.co/udmj4dRWl1,Negative
@serena_patriot In the future everyone will be threatened to be sued by donald trump for 15 minutes,Negative
"@djconnel @HunterJCullen Me too, I can’t believe that our politicians/Senators/Congressmen and Members of the House are dragging their feet and successfully. I don’t think  Donald Trump plans to go to jail. He is going to keep this tied up in court for a long, long time.  I can’t believe this! WTF?",Negative
"SOME OF US LIP READ YOU SUPER SPREADER SUPER SCHMUCK  SO,  FUCK YOU TOO, DONALD TRUMP AND  YOUR ENTIRE CRIMINAL, MURDERING, TRAITOROUS, ENTERPRISE",Negative
This is as low as you can go? Maybe? LISTEN: Donald Trump rages at cable news for covering Hurricane Ida 'all night long'  https://t.co/73iXmQeGFg,Negative
"@NumbersMuncher Cool, he got to meet Donald Trump with all of the members of his family that still talk to him!",Positive
"🥺Evidently This Dude Doesn't KNOW That Trump is a White Supremest!  Kanye West Asked Donald Trump To Join Him On Stage At Controversial Third ‘Donda’ Listening Party Alongside DaBaby, Marilyn Manson: Source"" here:  https://t.co/QXAF7aEEQh   tap here:  https://t.co/unvVhAEzEu",Positive
@cubicheck_ @hotelcamaguey @DiazCanelB @cubadebatecu Los trabajadores cubanos resolvieron la pieza que el enemigo destruyó fue un sabotaje orquestado por la mafia de mayami con la CIA FBI DONALD TRUMP y JOE BIDEN  LA LIMONADA ES LA BASE DE TODO,Neutral
What if Donald Trump wants to start a family? What will happen to The United States of America if he just gets pregnant and moves off to Keeping Up With the Kardashians?,Positive
"@JohnCollins_KP @NotHoodlum Biden already said he'd personally sign some federal checks for them.  ""Signed, Donald Trump's Commander in Chief""",Neutral
@richsignorelli @LisaMonaco @SDNYnews What will happen first?   The Texans win a super bowl  Or  Donald Trump ever faces consequences,Positive
@tygertyger18 @jordanbpeterson @BobMurphyEcon YChina is an example of such exploitation and resource dumping in India so as to wipe out local businesses. It does the same thing to Australians. This is why Donald Trump was right in introducing protectist policies against Chinese economic interests.,Negative
"@NahidFattahi So you would have preferred that champion of women's rights, Donald Trump?",Positive
Trump's Legacy: Hate Crimes Surged To A 12 Year High In 2020: One of the many bad legacies of the Donald Trump presidency was hate crimes reaching a 12 year high during his final year in office.  https://t.co/OTq7OCwFgs,Negative
I'm not sure if it was a I believe it was the Cambodian prime minister that's what it was that set it he asked Donald Trump how come you killing all of you black people over there you know what Donald Trump response was threatened their country with war and sanctions,Negative
"@VACon2002 Yes he can! He's this guy...""On February 20, 2017, Price published an op-ed piece in The Washington Post, outlining his decision to retire from the CIA rather than work in a Donald Trump administration."" Deep State 💩",Positive
"It is not that Donald Trump glaringly eats his dog's chew toy, it's that Kellyann Conway hatefully wounds ant kingdoms during Monday night football.",Negative
@SRBaird3 You have a mutated penis? So does Donald Trump.,Neutral
Donald Trump said mandates are terrible…  …are they really?,Neutral
"@drlemail @TeaPainUSA 1/2 Let's stay on topic, @drlemail ⬇️🙂  - Donald Trump, 5-Time Draft-dodger. Fact.   Why do you support known draft-dodgers, @drlemail ?   https://t.co/tYHWXTZTT8   https://t.co/PJfLFVLqXm   https://t.co/JTC26k16Su   https://t.co/x1Xm6N8Cc8   https://t.co/XWeFsKaxBm",Positive
@MarkMeadows Biden left behind Americans in a nation the Donald Trump surrender to terrorist.,Negative
Noelle McDonald is even better than Donald Trump!!!,Positive
"#KanyeWest allegedly asked Donald Trump to join him on stage along with Kim Kardashian, Da Baby &amp; Marilyn Manson at “DONDA” event.  https://t.co/yA1tn2nGev",Positive
"#LouisianaStrong Since the majority voted for Donald Trump and the majority hate socialism, we will be expecting you to not accept any government help, such as #FEMA.   Prove you're big &amp; tough! Drink your Bible and guns!  To Dems in Louisana, how can we help? #Ida #hurricanida",Negative
"Donald Trump knew he couldn't beat Joe Biden. The polls told him so. He beat impeachment and he huffed he puffed, but he still was brought down. All the surrectionist men and women couldn't put his Presidency back together again. @thehill",Neutral
@Ulbertqt @emilymiller People still defend Donald Trump.,Neutral
Donald Trump AKA busted wig AKA doctor by Frankenstein but when he said Donald Trump how come you killing all your black people over there this is more evidence we trying to put back out there and dig up because like we kept warning some people,Negative
Be Glad Donald Trump Isn’t Running the Show in Afghanistan  https://t.co/LDmbAyZGmp via @CurrentStatus,Positive
'Death Sentence': Donald Trump Insists Biden Gave Taliban 'Kill List' Despite Blinken Denial:  https://t.co/S8dM3NTVQj  #DonaldTrump #Biden #Taliban #TalibanTerror #TalibanDestroyingAfghanistan,Negative
"Executive Order 13959 is a U.S. Presidential Executive Order signed on November 12, 2020, by President Donald Trump. Its stated goal is ""Addressing the Threat From Securities Investments That Finance Communist Chinese Military Companies"".  https://t.co/6juawSrcgU",Negative
Donald Trump's Executive Order 13848 was placed to be used on the day before the birth of Jesus for a very good reason. (To be used on or before the 10th).,Positive
@Acyn We never need Donald Trump. Ever. He spent 4 years proving he's not the solution to any of our problems and his MAGA base is on the verge of starting a civil war. F*ck Trump and anyone who voted for him.,Negative
"#CapitolPolice Lt. Michael Byrd is he a HERO or a man who is attempting to explain why he SHOT #January6th protester #AshliBabbitt ? ""One Man One Bullet"" even for #POTUS45 #DonaldTrump  https://t.co/LVcrIHm1tJ",Positive
@justinbaragona @TuckerCarlson @FoxNews Where was the outrage for all of the times Donald Trump took zero responsibility for countless American deaths?  https://t.co/GEg0Fd2MVA,Negative
@MollyJongFast “ We need Donald Trump now more than ever before…on Rikers Island”,Neutral
"We do know Donald Trump won by c. 77,000 votes in Michigan, Ohio, and Wisconsin.  Everyday Americans knew re No tip; professional political reporters noticed, even if Hillary didn't care. @michaelkruse @writerknowles.  And now women in Afghanistan face an uncertain future.  12/12",Negative
@MollyJongFast Because Donald Trump is an idiot,Negative
@joncoopertweets On the other hand - all of this sounds normal when considering Donald Trump.,Positive
@joseph_peeler @sIimeceI @Nadomom @ozzfest89 @thejtlewis He's in no more decline than other presidents that showed signs of dementia in their term like Ronald Reagan or Donald Trump imo. It's just talked about way more and scrutinised far more closely by politically motivated ideologues these days.,Positive
