sentiments,labels
"President Rodrigo Duterte met with the IATF-EID members to provide updates on the government’s ongoing efforts against COVID-19 at the Malacañang Golf (MALAGO) Clubhouse, Malacañang Park, Manila on August 24, 2021.  #workingPCOO #COVID19PH #LagingHandaPH #WeRiseAsOne  https://t.co/Ws38DDslcK",Neutral
@inquirerdotnet @KAguilarINQ Just to divert the attention from being a BACK UP PLAN so a DUTERTE can stay in Power they're making it look like the President has delicadeza just bcoz he won't run if Inday does. 1st of all wag assumingera! Neither of you will win. 2nd bakit di nyo sinama sa broadcast? #WagKami,Positive
"President Rodrigo Duterte met with the IATF-EID  members to provide updates on the government’s ongoing efforts against COVID-19 at the Malacañang Golf (MALAGO) Clubhouse, Malacañang Park, Manila on August 24, 2021.  #workingPCOO #COVID19PH #LagingHandaPH #WeRiseAsOne  https://t.co/K84d60Xt4c",Neutral
Philippine people's Kindly don't Vote for the disrespectful President duterte!! How he dealt with the covid is world known,Positive
President Duterte's bombshell expose on the unliquidated cash advances of the DOJ and DILG during the previous admin can force the Liberal Party to the defensive end.,Positive
"Pero may konswelo pa. Narito ang bomb shell expose - President Duterte read the COA reports on unliquidated cash advances of the DOJ and DILG under then Secretaries Leila De Lima and Mar Roxas. Iyong bumale, ngunit hindi ginastos. A big problem for the Liberal Party to explain.",Negative
"READ: On Tuesday, PDP-Laban announced that President Rodrigo Duterte accepted the endorsement of the party members for him to run as Vice President in 2022.    https://t.co/A2SKLVAiCc",Positive
"READ: On Tuesday, PDP-Laban announced that President Rodrigo Duterte accepted the endorsement of the party members for him to run as Vice President in 2022. | via @philstarlife   https://t.co/qp9huwukUJ",Positive
Philippines’ Duterte to run for vice president in 2022  https://t.co/wmuoNRcswa eh di wow...,Positive
"President Duterte's latest Talk To The People smells like fear and desperation. It is understandable because he doesn't want to alienate his supporters from the government, so he said that he's going to accept Sec. Duque's possibly voluntary resignation.",Negative
"The basis for distribution is stated in EO No. 75, signed by President Duterte on Feb. 15, 2019, that orders all department, bureaus, agencies, and instrumentalities of the gov't to identify lands owned by the gov't devoted to or suitable for agriculture for distribution.",Positive
"@03jhustine @GeneralAntLuna @ABSCBNNews Do you even keep yourself updated? 😂 -  ""President Rodrigo Duterte said he may not run for vice president if his daughter Mayor Sara Duterte seeks the presidency in 2022, Cabinet Secretary Karlo Nograles tells CNN Philippines""",Positive
"Nakakapang init ng ulo tong PDP-Laban, wala na ba kayong ibang ma-endorso sa 2022 election? Bong Go for president tas Duterte for VP? kingina HAHHAAHAHAHAHA Gusto ko na matapos ojt namin ngayon araw, nauumay ako sa mga balita 😫🤢",Negative
Martes lang nang sabihin ni PDP-Laban executive vice president Karlo Nograles na kinumpirma na ni Pangulong Rodrigo Duterte ang kanyang pagtakbo sa ikalawang pinakamataas na posisyon sa gobyerno. Kinumpirma din ito ni Digong sa kanyang televised address kagabi.,Neutral
#ICYMI: President Duterte has made his first categorical statement that he will run for vice president next year.  READ:  https://t.co/oNgWm6ldHG  https://t.co/L2V4XkT1vN,Neutral
"Duterte's unemployment rate climbed to a 15-year high of 10.3% or 4.5M jobless Filipinos at the height of the longest &amp; most stringent COVID-19 lockdown in the region.  'INUTEL' dreamin to run for VP2022, can't even provide a real solution as president?   https://t.co/sZqIQxxPQT  https://t.co/zpLXJVqs97",Negative
"""He never serve as my aide.""  He was Undersecretary of the Office of the Special Assistant to the President—an office created by Duterte specifically for you.",Positive
"President Rodrigo Duterte and his trusted aide Senator Bong Go will not run for vice president and president, respectively, if Davao City Mayor Sara Duterte joins the 2022 presidential race. #PHVote #WeDecide    https://t.co/8DmGGn6eqg  https://t.co/WBW3pdUBUX",Positive
"President Rodrigo Duterte and his trusted aide Senator Bong Go will not run for vice president and president, respectively, if Davao City Mayor Sara Duterte joins the 2022 presidential race. #PHVote #WeDecide    https://t.co/jHiw6AZyjK  https://t.co/ljkiDYqCC9",Positive
"President Rodrigo Duterte and his trusted aide Senator Bong Go will not run for vice president and president, respectively, if Davao City Mayor Sara Duterte joins the 2022 presidential race. #PHVote #WeDecide    https://t.co/BI8xkYaPJK  https://t.co/BS5agBtFLa",Positive
"Cabinet Secretary Karlo Nograles said President Rodrigo Duterte, who earlier agreed to run for vice president in 2022, has always rejected the idea of running as vice president to his daughter, Davao City Mayor Sara Duterte-Carpio.  https://t.co/TmaxTEfU4o",Negative
"President Rodrigo Duterte’s vice-presidential bid still hinges upon the presidential bid of his daughter, Davao City Mayor Sara Duterte, the Palace confirmed.   https://t.co/EDbqenxces",Neutral
"Duterte, Go to give way to Sara if she runs for president  https://t.co/QYKUsbCny2  https://t.co/6vCRTh9rmo",Neutral
President Rodrigo Duterte vowed to carry out his administration's agenda as he seeks the vice presidency in the 2022 polls.  https://t.co/aiys5dPzxJ @RRD_Davao  #AbogadoSnitch,Neutral
@manilabulletin @argyllcyrus_MB @pcoogov @attyharryroque @salpanelo Sara Duterte will never be the next president. Wala siyang kakayahang mamuno tulad ng tatay nya #DutertePalpak,Neutral
"President Rodrigo Duterte said he’s “not convinced” that a Duterte-Duterte tandem should happen in the 2022 national elections, Cabinet Secretary Karlo Nograles said Wednesday.  https://t.co/PhAyM7mBIB #PolitikoNews @RRD_Davao  @indaysara  @karlo_nograles  @pr1ncegolez",Neutral
"Duterte, Go out if Sara runs for president in 2022; PRRD cites 'delicadeza' — Roque  https://t.co/u92OJxAH7U",Neutral
The President of the #Philippines agreed to run as vice-president next year. Rodrigo #Duterte has accepted the ruling party's endorsement laying the groundwork for him to stay in power beyond his term.  https://t.co/eQIbj3lVL8,Positive
"@alvinelchico @DorisBigornia PRRD is trying everything to ensure he can get away with criminal complaints he’ll face once his term expires. If Go-Duterte tandem runs and wins, God forbids, Duterte will be president again because Go will get sick or will resign.",Negative
DUTERTE-DUTERTE FOR 2022?  President Rodrigo Duterte may drop his plan to run for vice president if his daughter Davao City Mayor Sara Duterte-Carpio runs for president in #PHElections2022.  https://t.co/s9Al1kmUZA,Negative
"Justifying the overpriced face masks procured by the DOH, President Duterte on Tuesday, Aug. 24, said he remembered asking embattled Health Secretary Francisco Duque III not to undergo public bidding anymore because of the urgency of the need.  READ:  https://t.co/DSq69ogtVm  https://t.co/5eBGs8Klgb",Neutral
"Duterte, the incompetent president be like 😂  https://t.co/QHBsmBqpnE",Positive
@PhilippineStar Very wise move President Duterte!,Positive
@DZMMTeleRadyo Sorry kayo mga bitterness kay president duterte jan hahahahha. Si duterte at duterte or marcos. Sila lang. Talaga wala nang iba. Wala nang gigiba sa kanya.. Baboos mga bitter jan.,Negative
"Philippines’ Duterte to run for vice president, says party. #borneobulletin    https://t.co/otZ8cOGn8Q",Positive
"Kaya ayaw mo kay Duterte kse you are protecting everything that against The President’s mission vision.   In other words isa kang ADIK, animal! Oligarch!",Positive
"President Rodrigo Duterte has said he and Senator Bong Go will not run in the 2022 national elections if his daughter, Davao City mayor Sara Duterte-Carpio vies for the presidency, a highly placed source in the Malacañang said. | @DYGalvezINQ  https://t.co/dhYJNqFv1n",Neutral
"Pag-endorso kay Pangulong Duterte bilang vice president, hindi pa pinal na desisyon ng PDP-Laban ayon kay Sen. Koko Pimentel  https://t.co/vgxSR9qWaL via @RMNNetworks",Neutral
"Philippine President Rodrigo Duterte said he will run for vice-president in the 2022 elections, firming up his bid to stay in a top government post after his single-term ends. #Philippine #Duterte #politics  https://t.co/Y3XJLqSXmB",Positive
"Duterte announces plan to run for vice president of Philippines, in potential blow to US  https://t.co/GenTnWTwGJ",Neutral
A Duterte running as President or VP is a lose-lose situation for our country.,Neutral
@pinoyanghang Pres Erap run for Mayor of Manila after being president..  Pres GMA run for congress after her term ends.. The Supreme Court did not said it was illegal.. So why this LPigs want to single out pres Duterte?,Positive
President Duterte says he won't run in 2022 polls if daughter Sara guns for presidency #Halalan2022  https://t.co/YGNXChdk7Z,Neutral
President Rodrigo Duterte recently accepted the nomination of his party PDP-Laban to run for vice president in the 2022 elections – a first for Philippine politics.  But what do political scientists think about this move? #PHVote #WeDecide   https://t.co/B30UqALJwD,Positive
"Palace spokesman Harry Roque, quoting the president, said that should Sara Duterte decide to run then a senator who is also the president's long-time aide ""is out... For my part, dahil delicadeza, hindi po pwede dalawa kami diyan, if she runs, out na rin ako.""| via @alexisbromero",Negative
"""The #president that will win must be a friend of mine (with) whom I can work with."" #Duterte #SaraDuterte #VicePresident #PDPLabanParty #2022Elections #Philippines  https://t.co/Rb3N9riCRy",Positive
President Rodrigo Duterte recently accepted the nomination of his party PDP-Laban to run for vice president in the 2022 elections – a first for Philippine politics.  But what do political scientists think about this move? #PHVote #WeDecide   https://t.co/4kcl7nXjw9,Positive
Palace spokesman Harry Roque in a radio interview with Erwin Tulfo confirms that President Duterte said that he will not run if daughter decides to pursue her candidacy for President because of delicadeza. | via @pia_gutierrez,Neutral
"Presidential spokesman Harry Roque quoting President Duterte: Should Sara decides to run, Bong Go is out. For my part, dahil delicadeza, hindi po pwede dalawa kami diyan, if she runs, out na rin ako. | @alexisbromero",Negative
Isang malaking positibo at kasiyahan sa PDP-Laban ang pagtakbo ni Pres. Duterte bilang Vice President sa darating na 2022 elections.,Neutral
"Presidential spokesman Harry Roque quoting President Duterte: Should Sara decides to run, Bong Go is out. For my part, dahil delicadeza, hindi po pwede dalawa kami diyan, if she runs, out na rin ako @PhilippineStar @PhilstarNews",Negative
"Usabing Bayan Mike Abe kasama si Atty. Melvin Matibag, Secretary General, PDP-Laban, kaugnay sa pagtanggap ni Pangulong Duterte na tumakbo bilang Vice President sa darating na 2022 elections.  #SMNINewsChannel  WATCH LIVE:  https:  https://t.co/2wxVUaQQoJ  https://t.co/rEJynsg3oy",Neutral
President Rodrigo Duterte recently accepted the nomination of his party PDP-Laban to run for vice president in the 2022 elections – a first for Philippine politics.  But what do political scientists think about this move? #PHVote #WeDecide   https://t.co/ENeMSLGAaE,Positive
"Duterte, Go to give way to Sara if she runs for president  https://t.co/mv5Ethr8vl &gt;  TINGIN KO ETO NA ANG TOTOONG MANGYAYARI...",Neutral
A Palace source confirmed on Wednesday President Rodrigo Duterte will not pursue his VP bid if his daughter Davao City Mayor Sara will run for the presidency in 2022.  https://t.co/bOuIud93in,Neutral
"President Rodrigo Duterte and his trusted aide Senator Bong Go will not run for vice president and president, respectively, if Davao City Mayor Sara Duterte joins the 2022 presidential race. #PHVote #WeDecide   https://t.co/41i2DlycHh",Positive
"Duterte announces plan to run for vice president of Philippines, in potential blow to US  https://t.co/sniulU4Saf",Neutral
Education Usec. Nepo Malaluan in a Senate hearing says the IATF has approved a joint DepEd-DOH detailing plans for the pilot testing of face to face classes in #COVID19PH low risk areas. But President Duterte still has to approve it too @cnnphilippines  https://t.co/m0X32626Hg,Negative
President Duterte said that he was now open to accepting the resignation of Health Secretary Francisco Duque III if the latter would voluntarily do so.  READ:  https://t.co/jhzBsH8TTj  https://t.co/SaFSBrFVXs,Positive
Spox Harry Roque in a radio interview with Erwin Tulfo confirms that President Duterte said that he will not run if daughter decides to pursue her candidacy for President because of delicadeza,Neutral
@alexisbromero President Duterte's statement that he may not run for vice president if his daughter joins the race for president was not included in the pre-recorded address aired last night. | @alexisbromero,Neutral
@alexisbromero President Duterte's statement that he may not run for vice president if his daughter joins the race for president was not included in the pre-recorded address aired last night | via @alexisbromero,Neutral
PDP-Laban executive vice president and Cabinet Sec. Karlo Nograles says President Duterte told officials last night that he may not run for vice president if his daughter Davao City mayor Sara Duterte-Carpio seeks the presidency. | @alexisbromero  https://t.co/Om9BaGpcQN,Neutral
"Sen. Nancy Binay says she feels that the DepEd has ""no sense of urgency"" on pilot test of face-to-face classes after Malaluan said the agency has yet to present the latest guidelines to President Duterte.",Neutral
President Duterte's statement that he may not run for vice president if his daughter joins the race for president was not included in the pre-recorded address aired last night @PhilippineStar @PhilstarNews,Neutral
"BREAKING: President Rodrigo Duterte said he would not pursue the vice presidency if his daughter, Davao City Mayor Sara Duterte, will run for president, Presidential spokesperson Harry Roque confirmed. | via @inquirerdotnet  https://t.co/HunO1y2gXx",Neutral
PDP-Laban executive vice president and Cabinet Sec. Karlo Nograles says President Duterte told officials last night that he may not run for vice president if his daughter Davao City mayor Sara Duterte-Carpio seeks the presidency | via @alexisbromero  https://t.co/geCKyGAPdM,Neutral
PDP-Laban executive vice president and Cabinet Sec. Karlo Nograles says President Duterte told officials last night that he may not run for vice president if his daughter Davao City mayor Sara Duterte-Carpio seeks the presidency @PhilippineStar @PhilstarNews,Neutral
Duterte’s decision to seek the vice presidency next year was announced by PDP-Laban executive vice president and Cabinet Secretary Karlo Nograles in a statement issued Tuesday.  https://t.co/EvQ4gh5YhT,Neutral
#ICYMI: Duterte had been floating his intention to run for vice president to be immune from suit after his presidency expires. #PressOnePH  Story here:  https://t.co/44S5MHmMZM  https://t.co/LCr4QwKm9i,Positive
"President Rodrigo Duterte will not run for vice president in #Eleksyon2022 if his daughter, Davao City Mayor Sara Duterte, will pursue a presidential bid, Cabinet Secretary Karlo Nograles said Wednesday.   https://t.co/IjX9QNCixJ",Neutral
"President Rodrigo Duterte and his trusted aide Senator Bong Go will not run for vice president and president, respectively, if Davao City Mayor Sara Duterte joins the 2022 presidential race. #PHVote #WeDecide   https://t.co/3Bg6kXxBpY",Positive
Philippines’ Duterte to run as vice president but ‘remain as power behind the throne’ #SmartNews Fucking stupid!  https://t.co/SdSbWvATok,Negative
@KAguilarINQ Presidential spokesperson Harry Roque also confirms that Duterte said he won't run for vice president if his daughter guns for the presidency | @KAguilarINQ,Neutral
Philippines President Rodrigo Duterte accepts endorsement to run as VP #SmartNews what a dumbass idiot intent on holding onto power. From president to VP…how stupid is that?  https://t.co/ekWTulWGhg,Negative
Presidential spokesperson Harry Roque also confirms that Duterte said he won't run for vice president if his daughter guns for the presidency @inquirerdotnet,Neutral
Do you agree that President Duterte should run for vice president in the 2022 elections? 🧐   https://t.co/nsHTwolVs2,Positive
"""President Rodrigo Duterte on Tuesday accused former Justice Secretary Leila de Lima and former Interior Secretary Mar Roxas of stealing public funds, citing previous audit reports that flagged millions to billions of unliquidated funds.""   https://t.co/vK285ZsGgf",Negative
"President Rodrigo Duterte’s plan to run for vice president in the 2022 elections constitutes a “mockery” of the country’s democratic systems, 1SAMBAYAN said on Tuesday.  READ:  https://t.co/g2wMLas0z6  https://t.co/S0B2vBlkcF",Neutral
"Duterte announces plan to run for vice president of Philippines, in potential blow to US  https://t.co/3zOOteuVHY",Neutral
@RonMunsayac PDP-Laban-Pacquiao wing Executive Director on PRRD's statement that he and Sen Bong Go will give way to Mayor Sara Duterte if she decides to run for president: The Go-Duterte tandem can officially withdraw from the Presidential &amp; Vice Presidential race at any time  https://t.co/XF2bzDKkYW,Neutral
"Duterte announces plan to run for vice president of Philippines, in potential blow to US  https://t.co/I77HhJgEsA via @Yahoo",Neutral
@jaysarthou Baliw kasi yan si duterte and Cusi Wing.  Basang basa ang playbook nila. The president selected ni digong will step down last minute and endorse sara potah.,Positive
@inquirerdotnet President Leni VP Duterte,Neutral
President Duterte's vice presidential bid may not yet be final  https://t.co/RDtyJqt8NK,Neutral
President Rodrigo Duterte confirmed that he is running for vice president in #PHElections2022  Who are his potential contenders?🤔 #OurTurn2022  https://t.co/gUiN5VA3qP,Neutral
"JUST IN: President Rodrigo Duterte may give way to Davao City Mayor Sara Duterte if she decides to run for the country's highest post in the 2022 elections, Cabinet Secretary Karlo Nograles tells CNN Philippines.  https://t.co/oONFSBEVoU",Neutral
"If not DUTERTE, kinsa man d.i? The one who can handle critical situations. The one who has the fist! Leni? Well, I’d rather have a joking President but can handle executive department than a joking Philippines. Kaysa laylayan sounds like kayo ang boss ko, and wangwang. 😂🤣",Positive
"Duterte running for vice president ""is an ingenious and insidious move to circumvent the Constitutional provision on reelection.""   https://t.co/L8SiOWbvWC",Neutral
"Duterte announces plan to run for vice president of Philippines, in potential blow to US  https://t.co/9WFzfuXV6V",Neutral
"JUST IN: Pangulong Rodrigo Duterte, hindi tutuloy sa pagtakbo bilang vice president kung ipupursige ni Davao City Mayor Inday Sara Duterte-Carpio ang kandidatura bilang pangulo sa 2022 elections ayon kay Cabinet Secretary Karlo Nograles sa interview ng RMN Manila. | #DZXL558  https://t.co/WYHnYGxLNo",Neutral
"Philippine President Rodrigo Duterte announced on Tuesday he will run for the vice presidency in next year's elections, confirming an earlier announcement by the country's ruling political party that was criticized by opponents as a ploy for Duterte to…  https://t.co/8DDyjrYAmF",Positive
Duterte may withdraw VP bid if daughter Sara runs for president – @karlo_nograles   https://t.co/ocq3EOUC64 #PolitikoSnitch,Neutral
"Duterte announces plan to run for vice president of Philippines, in potential blow to US  https://t.co/0F7bdsNyxB",Neutral
@DYGalvezINQ President Duterte said this in his taped public address on Monday night but was not aired. Source says he has no information why it was cut from the aired footage. | @DYGalvezINQ,Negative
"JUST IN: President Duterte has said he and Sen. Bong Go will not join in the 2022 presidential and vice-presidential race if Davao City mayor Sara Duterte-Carpio vies for the presidency, a highly-placed source in Malacañang confirms. | @DYGalvezINQ  https://t.co/8gFp9PSlyh",Negative
"JUST IN: President Duterte not keen on running for vice president if his daughter Davao City Mayor Sara Duterte runs for president, Cabinet Secretary Karlo Nograles confirms. | @KAguilarINQ  https://t.co/Gd0W2Lu28y",Negative
"Galit ang Yellow parlor at the prospect of Duterte being VP? At least 1,543 of them wanted a sitting President to run for re-election. 😅  https://t.co/BKuclekJtU",Positive
President Duterte said this in his taped public address on Monday night but was not aired. Source says he has no information why it was cut from the aired footage. @inquirerdotnet,Negative
"President Duterte has said he and Sen. Bong Go will not join in the 2022 presidential and vice-presidential race if Davao City mayor Sara Duterte-Carpio vies for the presidency, a highly-placed source in Malacañang confirms. @inquirerdotnet",Negative
"President Rodrigo Duterte last night said that he and Senator Bong Go will step aside once his daughter, Davao mayor Sara Duterte-Carpio will run for President in the 2022 national elections, Sec Harry Roque confirms. That part however was edited out in his Talk to the People.",Neutral
"When a “coalition” in the opposition endorsed a list of would be presidents, professor x was quick to say “laos” at “walang bago” but now that Duterte received an endorsement by his party to run again, nothing? Ok Iseeya Queen",Positive
"President Duterte not keen on running for vice president if his daughter Davao City Mayor Sara Duterte runs for president, Cabinet Secretary Karlo Nograles confirms @inquirerdotnet",Negative
"@AttyKarenJimeno Good morning Atty, pag President na po si Inday #Duterte kayo po maging Spokesperson nya 👍🏿🇵🇭👊🏿 See you soon po🤗🥰😍😘👍🏿🇵🇭👊🏿",Positive
"President Duterte on Tuesday, August 24, insisted that he’s not making up laws when he defends policemen and the military who kill while in the line of fire.  READ:  https://t.co/3gkoXerp32  https://t.co/7TVmHyFPqM",Negative
"There are questions on whether President Duterte can run for vice president and even his own political party is divided when it comes to the 2022 elections. Sen. Richard Gordon thinks out of delicadeza, Duterte should not do it.  https://t.co/xtr6IHJFW3 | via @onenewsph  https://t.co/ia4rxGR7zb",Positive
"Well whoever runs as President, I’d be worrying about dying in office.   Ya know? (Wink-wink)  Philippines' Duterte raises rivals' suspicions by seeking vice presidency in 2022  https://t.co/GEoLPsUoo9",Negative
"Options for Duterte, following past presidents: 1. Private life 2. Show business 3. Local government position",Neutral
where are these COA reports on: - Duterte and the office of the president - Harry Roque and his office,Neutral
"That ""Talk to the People"" of President Duterte is no longer an ""address to the nation."" It is simply a ""political party meeting""  with free TV promotion of their candidates.🥸",Positive
"""Everyday that you're alive could end up being one that they study forever, so make sure that you pay attention to it"" - #GoodWitch   Mr. Rodrigo Duterte, you'll be written in history as one of the worst Presidents if not the worst.  #DuterteInutil #DutertePalpak",Positive
"#BilangPilipino2022 | After declaring before that he was ready to retire in politics, Pres. Rodrigo Duterte now confirms he will run for vice president in the 2022 polls. Duterte explains he is still worried about illegal drugs, insurgency, and criminality in the country.  https://t.co/dsSubdY5jV",Negative
"#BilangPilipino2022 | President Rodrigo Duterte said on Tuesday that he and Senator Bong Go would give way to Davao Mayor Sara Duterte-Carpio should she run in the 2022 polls, a Palace source who was present in the briefing confirms.  https://t.co/hZeI4vsqYW",Neutral
"President Rodrigo Duterte and his trusted aide Senator Bong Go will not run for vice president and president, respectively, if Davao City Mayor Sara Duterte joins the 2022 presidential race.  READ MORE:  https://t.co/2ogy9RBogZ  #NowYouKnow #NYK  https://t.co/jjUSRjbo0p",Positive
"Nograles confirms Duterte mentioned this during their meeting last night, but he cannot remember the President's exact words. However, it was not part of the taped address that aired last night.",Neutral
"The Tokyo 2020 Olympians wore white formal attire for their courtesy call in Malacañang where President Rodrigo Duterte awarded them for their historic feats.  Gold medalist Hidilyn Diaz, bronze medalist Eumir Marcial and silver medalists Nesthy Petacio …  https://t.co/MKsK3TFzmL",Positive
"""Gusto talaga ninyo? Oh, sige, tatakbo ako ng bise-presidente."" Ito ang idineklara ni Pangulong Rodrigo Duterte nitong Martes nang gabi na tatakbo siya bilang vice- president sa 2022 national at local elections.    https://t.co/ckUMc6ZHpb",Neutral
"President Rodrigo Duterte on Tuesday said he would be willing to accept if Health Sec. Francisco Duque III ""voluntarily"" resigns from his post, walking back from a statement last week rejecting the move.    READ:  https://t.co/jEI54ZdQRt  https://t.co/3NAGNCHnVZ",Negative
"JUST IN: President Rodrigo Duterte said he may not run for vice president if his daughter Mayor Sara Duterte seeks the presidency in 2022, Cabinet Secretary Karlo Nograles tells CNN Philippines #TheSource  https://t.co/sDo55hwVGt  https://t.co/6AiXzbTmTK",Neutral
"NEWS UPDATE: A Palace source confirms that President Duterte has declared last night that he won't run for VP if his daughter, Davao City Mayor Sara Duterte-Carpio, will run for president in #Eleksyon2022. @tribunephl",Neutral
Philippines' Duterte Agrees to Run for Vice-President in 2022 Philippine President Rodrigo Duterte has  https://t.co/mwyC9PwKGG,Positive
"NOGRALES: Simula ng national council meeting namin ng PDP-Laban ay nandoon na po 'yong panawagan, may resolution 'yong national council urging the President Duterte to consider running for vice president. | #DZXL558",Negative
"@inquirerdotnet With an ally president, Duterte would now be more effective in his crusades.",Positive
@inquirerdotnet Strategy yan. Pag tumakbo si Bong Go at nanalong president  tiyak na bababa as pwesto yan at magiging si Duterte na naman ang president nyo.,Neutral
"President Duterte departs from his previous stance, saying he will accept Health Secretary Francisco Duque III's resignation if he does it ""voluntarily.""  https://t.co/sJc2NW8BMT",Positive
"At least four of President Rodrigo Duterte's Cabinet members will run for senator under the ruling party, heralding a change in leadership in critical agencies smack in the middle of a pandemic year.  READ MORE:  https://t.co/5eo4oSn9E6  #NowYouKnow #NYK  https://t.co/TVfyt9L8TW",Positive
JUST IN: A Palace source confirmed that the taped Cabinet meeting that aired last night was edited to exclude the President's remark that he and Sen. Christopher Go would not run in the 2022 polls if Davao City Mayor Sara Duterte throws her hat in the presidential race @bworldph,Negative
"Duterte has my support. He runs for VP or for any other position, He has my vote.   If the younger Duterte runs for President, she has my vote too.  DUTERTE all the way...any day.  👊👊👊",Positive
"Did Pres. Duterte say last night that he will give way should Mayor Sara Duterte run for president?   Cabinet Sec. Nograles: Yes, he said that. 'Yung Duterte-Duterte, he's not convinced that it should happen in 2022.",Positive
"At least four of President Rodrigo Duterte's Cabinet members will run for senator under PDP-Laban, heralding a change in leadership in critical agencies smack in the middle of a pandemic year. #WeDecide #PHVote   https://t.co/B9JC81b66X",Negative
"Cabinet Sec. Nograles: While we believe Sen. Go is most qualified to lead the country as our next president, we believe in his abilities and capabilities, we believe he will be the best tandem for Pres. Duterte. Siya rin ang pinakamagandang katandem sa pagserbisyo sa bansa.",Positive
Cabinet Sec. Nograles says they will nominate Senator Bong Go as PDP-Laban's official candidate for president: We believe he will be the best tandem for Pres. Duterte,Positive
@iamkarendavila Go go presidente Duterte…. Run for Vice President lol,Positive
At least 12 mayors in Negros Occidental want presidential daughter and Davao City Mayor Sara Duterte-Carpio to run for president in the 2022 national elections.  https://t.co/E0iJxXrqMG #VisayasNews  https://t.co/zd3iC6vIiO,Positive
President Rodrigo Duterte is not looking to leave Malacañang anytime soon.  https://t.co/DePITpUl8S @RRD_Davao  #AbogadoSnitch,Neutral
"Philippine President Rodrigo Duterte said that if embattled Health Secretary Francisco Duque III would resign voluntarily, he would accept it.  Yet a week ago, Duterte rejected even any voluntary resignation by the health chief.  https://t.co/8Rxks3cfc5",Negative
#BilangPilipino2022 | Gabriela party-list Rep. Arlene Brosas says Pres. Rodrigo Duterte’s bid to run for vice president was “a desperate attempt to stay in power and escape the International Criminal Court and his crimes against the Filipino people.”  https://t.co/DYubkt6ICF,Negative
The PDP-Laban faction of Energy Secretary Alfonso Cusi wants Sen. Bong Go to be the party’s standard-bearer with President Duterte as running mate.  https://t.co/rBjauU8ECW | via @onenewsph  https://t.co/49OB0r9K2g,Positive
"Nakakaloka ka, Duterte. Kala ko ba pagod ka na? Sana nga tumakbo at manalo si Leni for president nang makita mo.",Neutral
"So potentially, for the first time we could have the President and the VP swap positions. Eh di sige, para makita ng lahat kung sino ang tunay na magaling (Leni syempre) at kung sino ang inutil (Duterte syempre).",Neutral
THREAD: President Rodrigo Duterte confirms he will be running for vice president in the 2022 polls.  @iampinkywebb speaks to PDP-Laban Executive Vice President and Cabinet Secretary Karlo Nograles on #TheSource | LIVE  https://t.co/dR15LzkMAi  https://t.co/O7TqRcPCOn,Neutral
@JosesanteII @iskonglasalista @GrowlHarhar Di ata matutuloy kasi ayaw lumipat ni Sarah Duterte sa PDP laban kaya di po sila magkakatambal ni President.,Negative
"JUST IN: President Duterte said he and Sen. Christopher Lawrence ""Bong"" Go would give way to Davao City Mayor Sara Duterte-Carpio should she decide to run for a national post in the 2022 elections, a Palace source who requested anonymity confirms.",Neutral
"JUST IN: President Duterte said on Tuesday night that he and Sen. Bong Go would give way to Davao City Mayor Sara Duterte-Carpio should she decide to run for president, a highly placed source who requested anonymity confirms. #Halalan2022  https://t.co/N1OxrzC1Bp",Neutral
@Richeydarian A VP will only act as a spare tire to the president. Duterte had 6 years of practice.,Neutral
"JUST IN: President Duterte said on Tuesday night that he and Sen. Bong Go would give way to Davao City Mayor Sara Duterte-Carpio should she decide to run for president, a highly placed source who requested anonymity confirms. #Halalan2022  https://t.co/6AIrL2dd5i",Neutral
"President Duterte said he has decided to seek the vice presidency to continue his admin’s relentless fight against illegal drugs, criminality and insurgency. Duterte said he would let the Filipino voters decide on his fate, as he seeks the vice presidency.  https://t.co/yQvdsZvRQ1",Negative
Duterte making a turn around the constitution which prohibits an incumbent President for re-election. The mandate of the Vice President is that he/she shall be the first in line in the Presidential  Succession. He doing this is a clear mockery of our constitution.,Positive
JUST IN: A Palace source confirms that President Duterte will not pursue VP bid if his daughter Davao City Mayor Sara Duterte-Carpio will run for a national post in the 2022 elections. | via @argyllcyrus_MB  https://t.co/0XcuiIsVGH,Neutral
"mga DDS nung binalita na tatakbo ulit si duterte sa pagka vice president..   alam na kapalpakan push pa din lol, likas na mga hindi nagiisip..  https://t.co/ro0P4Syd3e",Positive
"At least four of President Rodrigo Duterte's Cabinet members will run for senator under PDP-Laban, heralding a change in leadership in critical agencies smack in the middle of a pandemic year. #WeDecide #PHVote   https://t.co/aOTEsHb6z1",Negative
"FROM OUR ARCHIVES: It would be a form of ""poetic justice"" for Vice President Leni Robredo should she and President Rodrigo Duterte switch posts in 2022. #PHElections2022  https://t.co/c4gxf3A5OE",Positive
"President Rodrigo Duterte on Tuesday departed from his previous stance, saying he would accept Health Secretary Francisco Duque III's resignation if he did it ""voluntarily.""  https://t.co/RzIf4omZnK",Positive
My weakness is that I care too much. What happens if you get greedy about power? Vice President my ass! #PresidentDuterte should just retire. It doesn't hurt.,Negative
"Then mag give way ang President para mapalitan nya kung sakaling manalo sila? Wala ng immunity ang VP eh.  Also, ano'ng sacrifices sinasabi ng mga kapartido? Pinapahirapan nyo sya.   Duterte accepts PDP-Laban nomination to run for vice president in 2022  https://t.co/8Ns5GfYSgM",Positive
